trader_name,source,section,rank,est. % return,# of holdings,est. stock aum (usd),page,scraped_at
DAVIDSON TRUST CO,quiver,institutional_13f,3952,+7.46%,153,"$221,289,141",1,2025-10-14T11-57-48Z
Traub Capital Management LLC,quiver,institutional_13f,3953,+7.46%,498,"$107,788,574",1,2025-10-14T11-57-48Z
"Global Retirement Partners, LLC",quiver,institutional_13f,3954,+7.46%,3127,"$3,722,407,091",1,2025-10-14T11-57-48Z
"Oakwell Private Wealth Management, LLC",quiver,institutional_13f,3955,+7.45%,69,"$460,782,258",1,2025-10-14T11-57-48Z
FineMark National Bank & Trust,quiver,institutional_13f,3956,+7.45%,409,"$2,892,668,956",1,2025-10-14T11-57-48Z
Dorsey Wright & Associates,quiver,institutional_13f,3957,+7.45%,115,"$368,312,591",1,2025-10-14T11-57-48Z
"Godshalk Welsh Capital Management, Inc.",quiver,institutional_13f,3958,+7.45%,123,"$161,667,652",1,2025-10-14T11-57-48Z
"Well Done, LLC",quiver,institutional_13f,3959,+7.45%,164,"$443,480,486",1,2025-10-14T11-57-48Z
"Blue Capital, Inc.",quiver,institutional_13f,3960,+7.45%,80,"$135,003,603",1,2025-10-14T11-57-48Z
Centennial Bank|AR|,quiver,institutional_13f,3961,+7.45%,325,"$247,249,811",1,2025-10-14T11-57-48Z
"AUA CAPITAL MANAGEMENT, LLC",quiver,institutional_13f,3962,+7.45%,72,"$172,517,471",1,2025-10-14T11-57-48Z
POLEN CAPITAL MANAGEMENT LLC,quiver,institutional_13f,3963,+7.45%,219,"$33,823,857,947",1,2025-10-14T11-57-48Z
Lokken Investment Group LLC,quiver,institutional_13f,3964,+7.45%,128,"$244,846,530",1,2025-10-14T11-57-48Z
Hilltop National Bank,quiver,institutional_13f,3965,+7.44%,710,"$381,311,366",1,2025-10-14T11-57-48Z
"Teamwork Financial Advisors, LLC",quiver,institutional_13f,3966,+7.44%,149,"$737,198,785",1,2025-10-14T11-57-48Z
Kearns & Associates LLC,quiver,institutional_13f,3967,+7.44%,43,"$186,751,053",1,2025-10-14T11-57-48Z
Cumberland Partners Ltd,quiver,institutional_13f,3968,+7.44%,152,"$1,325,909,849",1,2025-10-14T11-57-48Z
"Cloud Capital Management, LLC",quiver,institutional_13f,3969,+7.44%,74,"$162,865,514",1,2025-10-14T11-57-48Z
"Traveka Wealth, LLC",quiver,institutional_13f,3970,+7.44%,131,"$192,104,419",1,2025-10-14T11-57-48Z
Stanich Group LLC,quiver,institutional_13f,3971,+7.44%,36,"$116,372,410",1,2025-10-14T11-57-48Z
"Apex Wealth Management, LLC",quiver,institutional_13f,3972,+7.44%,49,"$117,584,781",1,2025-10-14T11-57-48Z
"Symphony Financial, Ltd. Co.",quiver,institutional_13f,3973,+7.44%,758,"$20,364,024,466",1,2025-10-14T11-57-48Z
Higgins & Schmidt Wealth Strategies LLC,quiver,institutional_13f,3974,+7.44%,43,"$139,059,556",1,2025-10-14T11-57-48Z
HOWARD HUGHES MEDICAL INSTITUTE,quiver,institutional_13f,3975,+7.43%,457,"$268,306,346",1,2025-10-14T11-57-48Z
"STONE RUN CAPITAL, LLC",quiver,institutional_13f,3976,+7.43%,64,"$234,665,275",1,2025-10-14T11-57-48Z
"SFG Wealth Management, LLC.",quiver,institutional_13f,3977,+7.43%,77,"$160,325,075",1,2025-10-14T11-57-48Z
Graypoint LLC,quiver,institutional_13f,3978,+7.43%,471,"$1,661,476,280",1,2025-10-14T11-57-48Z
Accredited Investors Inc.,quiver,institutional_13f,3979,+7.43%,225,"$1,698,172,788",1,2025-10-14T11-57-48Z
"Systelligence, LLC",quiver,institutional_13f,3980,+7.43%,48,"$514,262,893",1,2025-10-14T11-57-48Z
"Sound View Wealth Advisors Group, LLC",quiver,institutional_13f,3981,+7.43%,396,"$1,393,985,985",1,2025-10-14T11-57-48Z
Somerset Group LLC,quiver,institutional_13f,3982,+7.43%,54,"$121,933,454",1,2025-10-14T11-57-48Z
VALLEY NATIONAL ADVISERS INC,quiver,institutional_13f,3983,+7.42%,721,"$606,929,095",1,2025-10-14T11-57-48Z
"Spectrum Wealth Advisory Group, LLC",quiver,institutional_13f,3984,+7.42%,54,"$187,968,540",1,2025-10-14T11-57-48Z
BENNETT SELBY INVESTMENTS LP,quiver,institutional_13f,3985,+7.42%,75,"$256,454,546",1,2025-10-14T11-57-48Z
Northwest & Ethical Investments L.P.,quiver,institutional_13f,3986,+7.42%,432,"$4,059,937,528",1,2025-10-14T11-57-48Z
"Alcosta Capital Management, Inc.",quiver,institutional_13f,3987,+7.42%,25,"$170,996,977",1,2025-10-14T11-57-48Z
CITIZENS & NORTHERN CORP,quiver,institutional_13f,3988,+7.42%,113,"$370,523,052",1,2025-10-14T11-57-48Z
Advantage Trust Co,quiver,institutional_13f,3989,+7.42%,194,"$197,755,015",1,2025-10-14T11-57-48Z
Te Ahumairangi Investment Management Ltd,quiver,institutional_13f,3990,+7.42%,82,"$539,242,158",1,2025-10-14T11-57-48Z
Advanced Asset Management Advisors Inc,quiver,institutional_13f,3991,+7.41%,84,"$391,165,115",1,2025-10-14T11-57-48Z
SUN LIFE FINANCIAL INC,quiver,institutional_13f,3992,+7.41%,35,"$1,905,874,948",1,2025-10-14T11-57-48Z
"EARNED WEALTH ADVISORS, LLC",quiver,institutional_13f,3993,+7.41%,256,"$520,258,820",1,2025-10-14T11-57-48Z
"Crestwood Advisors Group, LLC",quiver,institutional_13f,3994,+7.41%,479,"$5,175,634,567",1,2025-10-14T11-57-48Z
"Gray Private Wealth, LLC",quiver,institutional_13f,3995,+7.41%,44,"$197,955,166",1,2025-10-14T11-57-48Z
Cardinal Strategic Wealth Guidance,quiver,institutional_13f,3996,+7.41%,60,"$366,798,228",1,2025-10-14T11-57-48Z
"Lagoda Investment Management, L.P.",quiver,institutional_13f,3997,+7.41%,22,"$174,389,503",1,2025-10-14T11-57-48Z
"Granite Harbor Advisors, Inc.",quiver,institutional_13f,3998,+7.40%,112,"$215,512,250",1,2025-10-14T11-57-48Z
"Solidarity Wealth, LLC",quiver,institutional_13f,3999,+7.40%,78,"$423,426,288",1,2025-10-14T11-57-48Z
"PENNINGTON PARTNERS & CO., LLC",quiver,institutional_13f,4000,+7.40%,76,"$165,464,260",1,2025-10-14T11-57-48Z
"ShoreHaven Wealth Partners, LLC",quiver,institutional_13f,4001,+7.40%,87,"$233,725,717",1,2025-10-14T11-57-48Z
"Dupree Financial Group, LLC",quiver,institutional_13f,4002,+7.40%,65,"$256,527,011",1,2025-10-14T11-57-48Z
Optivise Advisory Services LLC,quiver,institutional_13f,4003,+7.40%,181,"$184,944,118",1,2025-10-14T11-57-48Z
"CORDA Investment Management, LLC.",quiver,institutional_13f,4004,+7.40%,71,"$1,334,299,231",1,2025-10-14T11-57-48Z
LPL Financial LLC,quiver,institutional_13f,4005,+7.40%,4365,"$286,637,318,985",1,2025-10-14T11-57-48Z
"Hidden Cove Wealth Management, LLC",quiver,institutional_13f,4006,+7.40%,67,"$134,667,603",1,2025-10-14T11-57-48Z
SUTTON PLACE INVESTORS LLC,quiver,institutional_13f,4007,+7.40%,107,"$154,327,545",1,2025-10-14T11-57-48Z
Legacy Private Trust Co.,quiver,institutional_13f,4008,+7.40%,232,"$1,505,535,104",1,2025-10-14T11-57-48Z
"Sompo Asset Management Co., Ltd.",quiver,institutional_13f,4009,+7.40%,174,"$588,581,295",1,2025-10-14T11-57-48Z
"Midwest Capital Advisors, LLC",quiver,institutional_13f,4010,+7.40%,169,"$142,768,930",1,2025-10-14T11-57-48Z
"SIMON QUICK ADVISORS, LLC",quiver,institutional_13f,4011,+7.40%,749,"$2,531,312,487",1,2025-10-14T11-57-48Z
Hilltop Holdings Inc.,quiver,institutional_13f,4012,+7.39%,779,"$1,537,153,490",1,2025-10-14T11-57-48Z
"VANCE WEALTH, LLC",quiver,institutional_13f,4013,+7.39%,109,"$301,617,683",1,2025-10-14T11-57-48Z
Enterprise Bank & Trust Co,quiver,institutional_13f,4014,+7.39%,127,"$270,827,320",1,2025-10-14T11-57-48Z
BARR E S & CO,quiver,institutional_13f,4015,+7.39%,115,"$1,553,512,333",1,2025-10-14T11-57-48Z
"KMT WEALTH MANAGEMENT, LLC",quiver,institutional_13f,4016,+7.39%,16,"$181,932,190",1,2025-10-14T11-57-48Z
MANCHESTER FINANCIAL INC,quiver,institutional_13f,4017,+7.39%,109,"$458,273,379",1,2025-10-14T11-57-48Z
"CHOREO, LLC",quiver,institutional_13f,4018,+7.39%,1431,"$7,536,119,615",1,2025-10-14T11-57-48Z
"Summit Trail Advisors, LLC",quiver,institutional_13f,4019,+7.39%,1058,"$6,025,137,492",1,2025-10-14T11-57-48Z
Sierra Legacy Group,quiver,institutional_13f,4020,+7.39%,62,"$125,465,176",1,2025-10-14T11-57-48Z
CPA Asset Management LLC,quiver,institutional_13f,4021,+7.39%,79,"$238,691,681",1,2025-10-14T11-57-48Z
Chicago Partners Investment Group LLC,quiver,institutional_13f,4022,+7.38%,984,"$3,212,804,816",1,2025-10-14T11-57-48Z
NBT BANK N A |NY,quiver,institutional_13f,4023,+7.38%,723,"$1,479,934,585",1,2025-10-14T11-57-48Z
"MontVue Capital Management, Inc.",quiver,institutional_13f,4024,+7.38%,64,"$149,823,238",1,2025-10-14T11-57-48Z
WELLINGTON MANAGEMENT GROUP LLP,quiver,institutional_13f,4025,+7.38%,1546,"$531,590,795,920",1,2025-10-14T11-57-48Z
"MFA WEALTH ADVISORS, LLC",quiver,institutional_13f,4026,+7.38%,80,"$390,409,480",1,2025-10-14T11-57-48Z
Winthrop Advisory Group LLC,quiver,institutional_13f,4027,+7.38%,170,"$1,055,115,656",1,2025-10-14T11-57-48Z
WELCH & FORBES LLC,quiver,institutional_13f,4028,+7.38%,352,"$7,910,561,518",1,2025-10-14T11-57-48Z
"Thrive Wealth Management, LLC",quiver,institutional_13f,4029,+7.38%,214,"$645,864,856",1,2025-10-14T11-57-48Z
"BLB&B Advisors, LLC",quiver,institutional_13f,4030,+7.38%,256,"$2,185,699,110",1,2025-10-14T11-57-48Z
"Spectrum Asset Management, Inc. (NB|CA)",quiver,institutional_13f,4031,+7.38%,89,"$231,350,206",1,2025-10-14T11-57-48Z
DSM CAPITAL PARTNERS LLC,quiver,institutional_13f,4032,+7.38%,36,"$5,690,587,158",1,2025-10-14T11-57-48Z
Lee Financial Co,quiver,institutional_13f,4033,+7.37%,136,"$687,826,782",1,2025-10-14T11-57-48Z
Karani Asset Management LLC,quiver,institutional_13f,4034,+7.37%,38,"$107,288,257",1,2025-10-14T11-57-48Z
"LGL PARTNERS, LLC",quiver,institutional_13f,4035,+7.37%,50,"$225,035,803",1,2025-10-14T11-57-48Z
Westerkirk Capital Inc.,quiver,institutional_13f,4036,+7.37%,213,"$802,871,651",1,2025-10-14T11-57-48Z
Shulman DeMeo Asset Management LLC,quiver,institutional_13f,4037,+7.37%,118,"$428,713,075",1,2025-10-14T11-57-48Z
D.A. DAVIDSON & CO.,quiver,institutional_13f,4038,+7.37%,1265,"$14,189,679,541",1,2025-10-14T11-57-48Z
Accel Wealth Management,quiver,institutional_13f,4039,+7.37%,249,"$301,786,183",1,2025-10-14T11-57-48Z
Stone Summit Wealth LLC,quiver,institutional_13f,4040,+7.37%,136,"$333,919,215",1,2025-10-14T11-57-48Z
MainStreet Investment Advisors LLC,quiver,institutional_13f,4041,+7.37%,150,"$733,806,131",1,2025-10-14T11-57-48Z
BANK OF HAWAII,quiver,institutional_13f,4042,+7.37%,222,"$1,978,833,113",1,2025-10-14T11-57-48Z
"PARNASSUS INVESTMENTS, LLC",quiver,institutional_13f,4043,+7.37%,133,"$41,379,061,154",1,2025-10-14T11-57-48Z
Dynamic Advisor Solutions LLC,quiver,institutional_13f,4044,+7.36%,807,"$3,160,685,759",1,2025-10-14T11-57-48Z
"Prossimo Advisors, LLC",quiver,institutional_13f,4045,+7.36%,122,"$126,611,166",1,2025-10-14T11-57-48Z
HBW ADVISORY SERVICES LLC,quiver,institutional_13f,4046,+7.36%,344,"$764,678,868",1,2025-10-14T11-57-48Z
ABN AMRO INVESTMENT SOLUTIONS,quiver,institutional_13f,4047,+7.36%,371,"$4,956,882,962",1,2025-10-14T11-57-48Z
KM Capital Management Ltd.,quiver,institutional_13f,4048,+7.36%,49,"$198,902,477",1,2025-10-14T11-57-48Z
"Pitti Group Wealth Management, LLC",quiver,institutional_13f,4049,+7.36%,68,"$90,096,080",1,2025-10-14T11-57-48Z
Boston Partners,quiver,institutional_13f,4050,+7.35%,614,"$84,639,413,389",1,2025-10-14T11-57-48Z
BALANCED WEALTH GROUP LLC,quiver,institutional_13f,4051,+7.35%,69,"$242,428,853",1,2025-10-14T11-57-48Z
Southpoint Capital Advisors LP,quiver,institutional_13f,4052,+7.35%,31,"$3,722,743,375",1,2025-10-14T11-57-48Z
"Moser Wealth Advisors, LLC",quiver,institutional_13f,4053,+7.35%,187,"$203,395,927",1,2025-10-14T11-57-48Z
"Mattson Financial Services, LLC",quiver,institutional_13f,4054,+7.35%,135,"$311,581,633",1,2025-10-14T11-57-48Z
"FIDUCIARY FINANCIAL GROUP, LLC",quiver,institutional_13f,4055,+7.35%,274,"$569,230,849",1,2025-10-14T11-57-48Z
"GPM Growth Investors, Inc.",quiver,institutional_13f,4056,+7.35%,39,"$246,943,047",1,2025-10-14T11-57-48Z
Proficio Capital Partners LLC,quiver,institutional_13f,4057,+7.35%,376,"$21,478,261,824",1,2025-10-14T11-57-48Z
"ABRAMS BISON INVESTMENTS, LLC",quiver,institutional_13f,4058,+7.34%,8,"$1,139,587,283",1,2025-10-14T11-57-48Z
"CALTON & ASSOCIATES, INC.",quiver,institutional_13f,4059,+7.34%,353,"$542,958,885",1,2025-10-14T11-57-48Z
"ABRAMS CAPITAL MANAGEMENT, L.P.",quiver,institutional_13f,4060,+7.34%,7,"$2,209,041,411",1,2025-10-14T11-57-48Z
Grove Bank & Trust,quiver,institutional_13f,4061,+7.34%,776,"$831,343,562",1,2025-10-14T11-57-48Z
CHICAGO TRUST Co NA,quiver,institutional_13f,4062,+7.34%,312,"$565,119,145",1,2025-10-14T11-57-48Z
Moerus Capital Management LLC,quiver,institutional_13f,4063,+7.34%,12,"$246,493,747",1,2025-10-14T11-57-48Z
"Parkshore Wealth Management, Inc.",quiver,institutional_13f,4064,+7.34%,60,"$213,892,819",1,2025-10-14T11-57-48Z
Alberta Investment Management Corp,quiver,institutional_13f,4065,+7.34%,268,"$7,755,074,085",1,2025-10-14T11-57-48Z
Aspen Investment Management Inc,quiver,institutional_13f,4066,+7.34%,143,"$237,116,501",1,2025-10-14T11-57-48Z
EFG Asset Management (Americas) Corp.,quiver,institutional_13f,4067,+7.34%,130,"$550,533,892",1,2025-10-14T11-57-48Z
"Sequent Asset Management, LLC",quiver,institutional_13f,4068,+7.33%,58,"$127,829,668",1,2025-10-14T11-57-48Z
"Roberts Wealth Advisors, LLC",quiver,institutional_13f,4069,+7.33%,91,"$359,304,838",1,2025-10-14T11-57-48Z
"Saiph Capital, LLC",quiver,institutional_13f,4070,+7.33%,59,"$306,040,362",1,2025-10-14T11-57-48Z
"O'ROURKE & COMPANY, Inc",quiver,institutional_13f,4071,+7.33%,149,"$217,442,626",1,2025-10-14T11-57-48Z
SOL Capital Management CO,quiver,institutional_13f,4072,+7.33%,282,"$978,983,292",1,2025-10-14T11-57-48Z
SMITH CHAS P & ASSOCIATES PA CPAS,quiver,institutional_13f,4073,+7.33%,158,"$1,781,755,547",1,2025-10-14T11-57-48Z
Milestones Private Investment Advisors LLC,quiver,institutional_13f,4074,+7.33%,111,"$135,044,952",1,2025-10-14T11-57-48Z
Creekside Partners,quiver,institutional_13f,4075,+7.33%,164,"$220,781,412",1,2025-10-14T11-57-48Z
Cerro Pacific Wealth Advisors LLC,quiver,institutional_13f,4076,+7.33%,153,"$369,658,134",1,2025-10-14T11-57-48Z
"Ackerman Asset Management, LLC",quiver,institutional_13f,4077,+7.33%,23,"$133,412,010",1,2025-10-14T11-57-48Z
"Carbahal Olsen Financial Services Group, LLC",quiver,institutional_13f,4078,+7.33%,34,"$123,799,160",1,2025-10-14T11-57-48Z
"Plante Moran Financial Advisors, LLC",quiver,institutional_13f,4079,+7.33%,700,"$1,499,325,789",1,2025-10-14T11-57-48Z
"Family Firm, Inc.",quiver,institutional_13f,4080,+7.33%,83,"$438,376,128",1,2025-10-14T11-57-48Z
"Argyle Capital Partners, LLC",quiver,institutional_13f,4081,+7.33%,145,"$123,745,953",1,2025-10-14T11-57-48Z
"Aspect Partners, LLC",quiver,institutional_13f,4082,+7.33%,545,"$194,611,403",1,2025-10-14T11-57-48Z
"Cornerstone Advisory, LLC",quiver,institutional_13f,4083,+7.32%,220,"$865,814,367",1,2025-10-14T11-57-48Z
"Fox Financial, Inc",quiver,institutional_13f,4084,+7.32%,11,"$101,563,774",1,2025-10-14T11-57-48Z
Shira Ridge Wealth Management,quiver,institutional_13f,4085,+7.32%,77,"$189,632,888",1,2025-10-14T11-57-48Z
Visionary Wealth Advisors,quiver,institutional_13f,4086,+7.32%,547,"$2,019,402,756",1,2025-10-14T11-57-48Z
WEALTHCARE CAPITAL MANAGEMENT LLC,quiver,institutional_13f,4087,+7.32%,70,"$991,027,665",1,2025-10-14T11-57-48Z
"Northstar Group, Inc.",quiver,institutional_13f,4088,+7.32%,151,"$539,892,100",1,2025-10-14T11-57-48Z
"WJ Wealth Management, LLC",quiver,institutional_13f,4089,+7.32%,85,"$278,943,698",1,2025-10-14T11-57-48Z
Summit Creek Advisors LLC,quiver,institutional_13f,4090,+7.32%,65,"$701,975,041",1,2025-10-14T11-57-48Z
MOUNTAIN PACIFIC INVESTMENT ADVISERS LLC,quiver,institutional_13f,4091,+7.31%,131,"$1,284,513,857",1,2025-10-14T11-57-48Z
"Koss-Olinger Consulting, LLC",quiver,institutional_13f,4092,+7.31%,292,"$1,176,919,656",1,2025-10-14T11-57-48Z
"DENVER WEALTH MANAGEMENT, INC.",quiver,institutional_13f,4093,+7.31%,75,"$183,021,565",1,2025-10-14T11-57-48Z
"Crescent Grove Advisors, LLC",quiver,institutional_13f,4094,+7.31%,260,"$974,172,253",1,2025-10-14T11-57-48Z
Ironclad Investments LLC,quiver,institutional_13f,4095,+7.31%,3,"$210,651,827",1,2025-10-14T11-57-48Z
CITY HOLDING CO,quiver,institutional_13f,4096,+7.31%,441,"$736,651,913",1,2025-10-14T11-57-48Z
TRUST CO OF VERMONT,quiver,institutional_13f,4097,+7.31%,981,"$2,087,449,553",1,2025-10-14T11-57-48Z
Hilltop Partners LLC,quiver,institutional_13f,4098,+7.31%,108,"$329,632,295",1,2025-10-14T11-57-48Z
Choate Investment Advisors,quiver,institutional_13f,4099,+7.31%,442,"$4,504,841,100",1,2025-10-14T11-57-48Z
"Synergy Investment Management, LLC",quiver,institutional_13f,4100,+7.30%,73,"$154,404,242",1,2025-10-14T11-57-48Z
"Verity & Verity, LLC",quiver,institutional_13f,4101,+7.30%,127,"$1,197,521,716",1,2025-10-14T11-57-48Z
CMH Wealth Management LLC,quiver,institutional_13f,4102,+7.30%,48,"$404,418,104",1,2025-10-14T11-57-48Z
City State Bank,quiver,institutional_13f,4103,+7.30%,668,"$315,484,574",1,2025-10-14T11-57-48Z
Carson Advisory Inc.,quiver,institutional_13f,4104,+7.30%,162,"$145,024,284",1,2025-10-14T11-57-48Z
Employees Retirement System of Texas,quiver,institutional_13f,4105,+7.30%,500,"$12,442,905,279",1,2025-10-14T11-57-48Z
Sourcerock Group LLC,quiver,institutional_13f,4106,+7.30%,37,"$1,816,726,926",1,2025-10-14T11-57-48Z
Janney Montgomery Scott LLC,quiver,institutional_13f,4107,+7.30%,2384,"$38,160,991,703",1,2025-10-14T11-57-48Z
"GenTrust, LLC",quiver,institutional_13f,4108,+7.30%,166,"$2,162,965,326",1,2025-10-14T11-57-48Z
BRIDGES INVESTMENT MANAGEMENT INC,quiver,institutional_13f,4109,+7.30%,376,"$6,994,160,145",1,2025-10-14T11-57-48Z
"SILVER OAK SECURITIES, INCORPORATED",quiver,institutional_13f,4110,+7.29%,610,"$1,172,162,237",1,2025-10-14T11-57-48Z
"MN Wealth Advisors, LLC",quiver,institutional_13f,4111,+7.29%,97,"$160,997,854",1,2025-10-14T11-57-48Z
World Investment Advisors,quiver,institutional_13f,4112,+7.29%,984,"$4,234,968,171",1,2025-10-14T11-57-48Z
CINCINNATI FINANCIAL CORP,quiver,institutional_13f,4113,+7.29%,51,"$4,914,808,809",1,2025-10-14T11-57-48Z
"Strategic Financial Concepts, LLC",quiver,institutional_13f,4114,+7.28%,248,"$524,018,536",1,2025-10-14T11-57-48Z
"Prairie Wealth Advisors, Inc.",quiver,institutional_13f,4115,+7.28%,143,"$235,053,635",1,2025-10-14T11-57-48Z
CVS HEALTH Corp,quiver,institutional_13f,4116,+7.28%,3,"$204,503,162",1,2025-10-14T11-57-48Z
SOMA EQUITY PARTNERS LP,quiver,institutional_13f,4117,+7.28%,14,"$1,737,892,261",1,2025-10-14T11-57-48Z
"Miura Global Management, LLC",quiver,institutional_13f,4118,+7.28%,15,"$77,453,576",1,2025-10-14T11-57-48Z
"AMARA FINANCIAL, LLC.",quiver,institutional_13f,4119,+7.28%,38,"$114,949,308",1,2025-10-14T11-57-48Z
RIVERPARK CAPITAL MANAGEMENT LLC,quiver,institutional_13f,4120,+7.28%,36,"$61,323,065",1,2025-10-14T11-57-48Z
ACORN CREEK CAPITAL LLC,quiver,institutional_13f,4121,+7.28%,70,"$253,492,657",1,2025-10-14T11-57-48Z
"SPRING CAPITAL MANAGEMENT, LLC",quiver,institutional_13f,4122,+7.28%,50,"$198,408,234",1,2025-10-14T11-57-48Z
"Hapanowicz & Associates Financial Services, Inc",quiver,institutional_13f,4123,+7.28%,33,"$210,732,844",1,2025-10-14T11-57-48Z
"Jasper Ridge Partners, L.P.",quiver,institutional_13f,4124,+7.27%,133,"$4,222,786,382",1,2025-10-14T11-57-48Z
FARMERS TRUST CO,quiver,institutional_13f,4125,+7.27%,173,"$542,310,690",1,2025-10-14T11-57-48Z
"BINGHAM PRIVATE WEALTH, LLC",quiver,institutional_13f,4126,+7.27%,149,"$108,122,202",1,2025-10-14T11-57-48Z
"COLTON GROOME FINANCIAL ADVISORS, LLC",quiver,institutional_13f,4127,+7.27%,122,"$283,549,732",1,2025-10-14T11-57-48Z
WCG Wealth Advisors LLC,quiver,institutional_13f,4128,+7.27%,286,"$1,428,986,647",1,2025-10-14T11-57-48Z
"CAPITAL ADVISORY GROUP ADVISORY SERVICES, LLC",quiver,institutional_13f,4129,+7.27%,158,"$263,818,794",1,2025-10-14T11-57-48Z
"Banco de Sabadell, S.A",quiver,institutional_13f,4130,+7.27%,62,"$145,208,897",1,2025-10-14T11-57-48Z
"Waverly Advisors, LLC",quiver,institutional_13f,4131,+7.27%,1063,"$8,955,456,904",1,2025-10-14T11-57-48Z
MAKENA CAPITAL MANAGEMENT LLC,quiver,institutional_13f,4132,+7.27%,20,"$987,871,605",1,2025-10-14T11-57-48Z
Flower City Capital,quiver,institutional_13f,4133,+7.27%,37,"$179,731,600",1,2025-10-14T11-57-48Z
"Boulay Financial Advisors, LLC",quiver,institutional_13f,4134,+7.27%,3,"$588,698,542",1,2025-10-14T11-57-48Z
Bank & Trust Co,quiver,institutional_13f,4135,+7.27%,265,"$131,141,166",1,2025-10-14T11-57-48Z
"Signet Investment Advisory Group, Inc.",quiver,institutional_13f,4136,+7.26%,65,"$198,931,263",1,2025-10-14T11-57-48Z
"FIRST BUSINESS FINANCIAL SERVICES, INC.",quiver,institutional_13f,4137,+7.26%,174,"$1,156,607,412",1,2025-10-14T11-57-48Z
"BARRETT & COMPANY, INC.",quiver,institutional_13f,4138,+7.26%,568,"$265,631,471",1,2025-10-14T11-57-48Z
NEW WAVE WEALTH ADVISORS LLC,quiver,institutional_13f,4139,+7.25%,127,"$226,425,294",1,2025-10-14T11-57-48Z
"Epoch Investment Partners, Inc.",quiver,institutional_13f,4140,+7.25%,254,"$18,239,041,755",1,2025-10-14T11-57-48Z
Clarity Financial LLC,quiver,institutional_13f,4141,+7.25%,101,"$908,000,207",1,2025-10-14T11-57-48Z
"Von Berge Wealth Management Group, LLC",quiver,institutional_13f,4142,+7.25%,63,"$182,278,303",1,2025-10-14T11-57-48Z
Baring Financial LLC,quiver,institutional_13f,4143,+7.25%,64,"$133,769,384",1,2025-10-14T11-57-48Z
"Magnolia Private Wealth, LLC",quiver,institutional_13f,4144,+7.25%,93,"$128,562,491",1,2025-10-14T11-57-48Z
AlphaCore Capital LLC,quiver,institutional_13f,4145,+7.25%,884,"$2,496,266,603",1,2025-10-14T11-57-48Z
"Sachetta, LLC",quiver,institutional_13f,4146,+7.25%,1007,"$263,006,972",1,2025-10-14T11-57-48Z
"DIVERSIFY WEALTH MANAGEMENT, LLC",quiver,institutional_13f,4147,+7.25%,475,"$1,504,324,372",1,2025-10-14T11-57-48Z
SEI INVESTMENTS CO,quiver,institutional_13f,4148,+7.25%,2350,"$83,045,591,970",1,2025-10-14T11-57-48Z
GREENUP STREET WEALTH MANAGEMENT LLC,quiver,institutional_13f,4149,+7.25%,97,"$593,718,361",1,2025-10-14T11-57-48Z
"OMNI 360 Wealth, Inc.",quiver,institutional_13f,4150,+7.25%,197,"$189,289,458",1,2025-10-14T11-57-48Z
"CreativeOne Wealth, LLC",quiver,institutional_13f,4151,+7.25%,954,"$3,546,205,611",1,2025-10-14T11-57-48Z
UNIVERSITY OF CHICAGO,quiver,institutional_13f,4152,+7.25%,11,"$125,606,969",1,2025-10-14T11-57-48Z
Gibbs Wealth Management,quiver,institutional_13f,4153,+7.24%,343,"$466,837,048",1,2025-10-14T11-57-48Z
CARY STREET PARTNERS FINANCIAL LLC,quiver,institutional_13f,4154,+7.24%,851,"$3,581,825,236",1,2025-10-14T11-57-48Z
"Investor's Fiduciary Advisor Network, LLC",quiver,institutional_13f,4155,+7.24%,206,"$275,308,574",1,2025-10-14T11-57-48Z
Hardy Reed LLC,quiver,institutional_13f,4156,+7.24%,220,"$1,241,613,402",1,2025-10-14T11-57-48Z
"Black Cypress Capital Management, LLC",quiver,institutional_13f,4157,+7.24%,25,"$109,039,721",1,2025-10-14T11-57-48Z
Litman Gregory Wealth Management LLC,quiver,institutional_13f,4158,+7.24%,132,"$1,309,724,179",1,2025-10-14T11-57-48Z
Dougherty Wealth Advisers LLC,quiver,institutional_13f,4159,+7.23%,98,"$159,179,162",1,2025-10-14T11-57-48Z
"Trail Ridge Investment Advisors, LLC",quiver,institutional_13f,4160,+7.23%,97,"$209,565,843",1,2025-10-14T11-57-48Z
"Novak & Powell Financial Services, Inc.",quiver,institutional_13f,4161,+7.23%,141,"$149,782,807",1,2025-10-14T11-57-48Z
"Capital Investment Advisory Services, LLC",quiver,institutional_13f,4162,+7.23%,910,"$1,193,532,567",1,2025-10-14T11-57-48Z
"Greenfield FTC, Inc.",quiver,institutional_13f,4163,+7.23%,3,"$504,794,847",1,2025-10-14T11-57-48Z
"Accurate Wealth Management, LLC",quiver,institutional_13f,4164,+7.23%,389,"$599,659,202",1,2025-10-14T11-57-48Z
"Oldfather Financial Services, LLC",quiver,institutional_13f,4165,+7.23%,82,"$294,360,173",1,2025-10-14T11-57-48Z
Jacobi Capital Management LLC,quiver,institutional_13f,4166,+7.23%,525,"$1,395,132,755",1,2025-10-14T11-57-48Z
"MML INVESTORS SERVICES, LLC",quiver,institutional_13f,4167,+7.23%,2402,"$33,533,466,842",1,2025-10-14T11-57-48Z
SilverOak Wealth Management LLC,quiver,institutional_13f,4168,+7.23%,111,"$546,924,859",1,2025-10-14T11-57-48Z
